Date,Income,Savings,Expenses,House,Food,Fun,Education,Travel
2023-03-13,5343.256008238508,4766.671181559026,5138.520282060682,82.92682683791885,157.27599962604305,202.3788539408532,27.24508107021817,305.12124592431877
2023-03-14,7883.805440951685,2113.3011932804575,4283.459817118222,5.090411191969347,151.67805220674308,373.8144226227973,76.59960378120556,391.3037214681537
2023-03-15,6024.22759872523,1743.59041142199,3402.2538301766695,118.93758628760138,65.10248110535127,450.1691713528147,328.3904442368632,211.23289712903437
2023-03-16,6696.317896991508,3766.0324313261412,4981.223731086853,201.5936685340417,272.7001081776151,298.071668404212,261.52734404937974,457.8304244975036
2023-03-17,3195.938961271603,1435.614955365305,2124.7553985545105,215.56536886211785,40.83563254174338,81.96403341354319,423.46887081494367,62.767825137813425
2023-03-18,4414.034812882048,2058.598392011201,2900.169274567501,443.2525775521023,223.42982961421941,475.5347125246512,53.12637499549522,243.94464709702086
2023-03-19,3600.9828060658447,4900.378720848186,4298.465372374936,317.83863194042095,160.86220996348843,266.2427914230276,414.75832027922047,321.21290353778284
2023-03-20,4480.700987610725,3557.8510978960408,3772.16562149701,217.2208276092651,395.26666770386845,119.71369701916352,325.4589499849413,284.80205567932103
2023-03-21,3593.63859477122,3082.711165930214,3340.2796013673355,493.9988498049064,190.72280689235927,204.21365028149015,107.46477195005727,444.74715505675806
2023-03-22,4589.91589696988,2591.6744593397507,3517.027918896017,307.1121658133428,450.74765092496585,360.54627584089326,368.45280783602817,342.01672784100293
2023-03-23,5071.314972573349,4098.003819536808,4477.288930411288,161.3314824924858,94.76521504538049,467.65020419328073,370.66664396044433,412.5165654967028
2023-03-24,3320.7374817439218,1563.8299060947747,2226.5580548530916,345.6554406053973,465.27328708103,453.2931588592125,54.000792241191256,331.0629553611726
2023-03-25,6462.3605968501,4869.351208147928,5359.322670782148,247.84996134150256,296.6433223020277,70.14464895024736,133.2234055105047,172.12173608227005
2023-03-26,5833.007271032876,4444.492032263146,5091.218320196256,440.5838470340861,60.120801112932334,435.8947925572487,319.43245196341616,136.29189824219569
2023-03-27,4326.947454697227,3470.627930276973,4034.2861733690243,448.2556310316606,251.07508524997047,295.0835901581069,190.28733150791567,174.98067145622932
2023-03-28,5616.240267333498,1171.6247616102328,2769.7253834628495,183.67520006058479,133.9590936953804,204.83973247948583,382.6224730124005,204.08907210796517
2023-03-29,3469.702553792208,3803.422597790951,3563.591286375993,281.16952543007204,374.51824848131645,232.18351216670368,268.0212204038128,413.40373675241995
2023-03-30,5879.732477780896,4653.137363541923,5075.816104983098,132.8867220231527,325.6547194056478,397.3058591324874,428.4985374153839,355.4680253852226
2023-03-31,7646.48098788107,3098.308269914504,4861.145566132882,313.31837587127495,31.368255658956347,422.38753970149287,55.51300770395662,413.4211822200224
2023-04-01,4592.844762256618,2416.899287309051,3310.0120723024256,496.17348115983737,208.7731099341454,328.9484473964646,366.8733862312001,462.5681980604045
2023-04-02,6337.051899818409,1481.1093799178784,3584.9113426061135,416.29425891109196,443.5681015538855,29.230646513946578,232.3199850344838,407.3985793998094
2023-04-03,3658.989312021961,4019.604416550273,3976.2181034249584,183.20495015141265,203.91349632203847,404.2318366470201,259.6954779123181,481.1387874145224
2023-04-04,6581.636020592828,4540.087404847225,5409.466589422897,47.69017599674624,371.8152808271028,12.87210687493473,142.0227810610873,474.9307197772482
2023-04-05,4447.030464736005,1401.0069763033944,2547.0235012705784,483.3409936867571,56.69128561577619,193.88407101090326,134.53157684130596,160.4808921282427
2023-04-06,3915.956810035584,4035.938219009368,3875.9828320518086,194.79238933886012,433.4583134518911,222.08371885605916,94.90190769419144,196.1535296406714
2023-04-07,5932.564674050416,1068.24194503639,2934.293506011371,146.6904466334076,251.21588169251064,253.0533470826782,186.67284127938711,287.6028972163655
2023-04-08,3100.5377309374676,4868.219672308878,4315.953575898187,158.1676964527838,473.78608411504206,127.97669639753218,119.49392249624846,345.2730981525754
2023-04-09,7144.700146086815,3460.232082540385,4927.844977813167,244.96168331942337,268.6605859514768,209.53309569017853,94.86403814932126,232.3528353993542
2023-04-10,3023.4773809627354,3209.7562359665326,3090.5610685987513,478.3756993745003,384.6128419474872,393.6492132941991,480.8979563029956,393.88451426203255
2023-04-11,6389.082683981151,2183.799334355711,3847.537101180888,493.3111606667457,486.0569479621075,135.63320334208234,223.70714124132945,316.00340642557376
2023-04-12,4350.0398659608245,4717.1666862791335,4652.777780115657,148.06336367619778,364.67350496498113,406.6253809858515,339.06116630656095,297.9351394878501
2023-04-13,6675.970110612974,2063.622509347164,3777.2765823985087,175.73435387374252,288.6366681804245,6.287925436809505,187.07407925383956,72.69755949576961
2023-04-14,7810.9427255871915,4312.58645286678,5853.416375547187,255.9032800330185,183.3540698046638,71.3994334540553,284.8968719031937,85.65721536498144
2023-04-15,4243.76571759979,4940.434717348528,4677.414743143662,4.093644314867973,21.262543762954333,462.6503370874867,249.6010545168163,156.64361453079627
2023-04-16,5880.786672089184,4133.5865820592235,4810.832220241636,87.41828162205456,216.27285457899004,235.1999646104565,306.34407417539535,481.23750202752814
2023-04-17,5960.209656359195,3075.959681545727,4273.944282845788,468.0295102524032,206.24022896522442,25.39881995173915,361.36437722446254,38.10517400443242
2023-04-18,5861.259528954367,1264.2970554066876,3124.921752138753,14.717618530680598,411.5311288187769,305.2216263138644,331.954602875657,480.12561885809413
2023-04-19,4115.408163203092,2889.655156684292,3345.536713645074,50.4881398602719,94.62635309898471,228.0035203987931,381.0516943248509,238.5536157080081
2023-04-20,7763.745057584925,2753.0237878868143,4732.041228561899,210.3235085168594,371.32242597692425,44.293834400900955,73.15220395612643,217.98062659741507
2023-04-21,5235.626893088137,1811.184164747981,3094.075001397448,365.72512457950603,18.78180644437061,173.98124657443154,47.01557025177144,423.4399319519584
2023-04-22,7232.043362355639,2694.3505468572175,4575.066748142516,134.43911519517425,443.18266404709976,307.21304217699947,169.44971653962838,415.73807400551937
2023-04-23,6497.396376587521,2431.031536321355,4004.3780914867057,152.98279527694547,333.97129805649575,313.85427228105914,240.91393043754522,66.99200441596886
2023-04-24,4487.184754275669,1654.7370446065938,2692.0902862309954,152.73649006219335,211.2218936353047,443.4515148028793,112.20129321466182,405.8721999486821
2023-04-25,7068.989098512386,2765.4965733299446,4503.479935668275,436.3009633768032,132.75386106701004,246.25304469154491,386.612264984974,255.35168125087836
2023-04-26,4982.528704234923,2051.1998252979565,3356.6455051472985,113.04880311370896,92.20052004767221,52.36889697054015,359.77797211154575,161.56354741852326
2023-04-27,7405.515985555808,3088.2496827290574,4810.3217414817755,281.20091300659516,292.8225678395055,56.77655353671152,456.7894591484005,54.189614577543786
2023-04-28,5906.364363179293,1140.6402388647766,2986.119762895414,499.96557350940805,205.11933748338396,208.40165336536182,364.4800988226634,296.11386922478675
2023-04-29,7408.676809274264,4624.925679149137,5778.815733282786,364.23274744650905,371.5114462666238,92.66056936479083,53.57265893094848,390.16575289850726
2023-04-30,6462.65795038883,4265.457222079424,5338.008759643442,168.175327648463,453.3872757437819,460.4769164067735,332.4974119170312,442.8372578158203
2023-05-01,6626.271399098203,3210.3253300420183,4431.513204721317,382.72948516620477,147.82577302620277,106.03912134439142,206.0296688558077,485.80955140312585
2023-05-02,5506.621909633512,4407.2343310289725,4885.209641249317,476.95785369280446,324.9501786016655,188.1848782968835,129.80738856832193,61.59426055603756
2023-05-03,7780.418173616119,4849.580295243202,6042.4241091155545,186.76890357629216,211.36109624504533,256.19094120126067,300.97571120099855,198.39200018086305
2023-05-04,6219.950996148187,1442.0891762106423,3469.387284541572,354.0056200346653,21.369496510402875,165.20111869124366,151.09508366966352,24.33822983456857
2023-05-05,5119.275242790898,3523.327233639215,4260.797354668373,37.902131559694574,307.7163364928289,332.2981331088914,265.4281628404377,317.8719916975377
2023-05-06,6031.966070639622,4991.976003742635,5389.301119320452,447.64841837707087,181.85128291345148,302.6277779976059,287.98869267820464,443.8348048221833
2023-05-07,3095.9659915466677,4951.556677334104,4040.8686774766416,48.128362312156,6.863022663189888,469.68384739404166,264.53345765877435,343.631534440655
2023-05-08,4507.874083372746,3413.2919691629786,3931.7811916365117,186.46254813079733,236.13999053260127,415.97953027356573,5.3432601267639495,194.35456799187156
2023-05-09,6300.867687463426,1512.0834818032667,3344.077895048182,271.25292143111784,45.834450436031624,301.480844304372,174.3694570834995,379.9619279944311
2023-05-10,4450.38803605222,3332.771323962113,3685.143967702437,131.78882122510944,314.0848288652279,223.35585632361898,395.23113214133525,498.30647161088643
2023-05-11,6090.077144994208,1008.2585422976869,3155.821041445408,324.6346629935888,263.2481827046497,307.3873436253547,173.44782207307003,0.5610196852330884
2023-05-12,5143.843504728831,1795.6453386674384,3043.83956732813,277.21436369620574,250.17437158143485,311.53299979204854,254.68974988651533,414.02790516547657
2023-05-13,3677.370321112251,4824.49263823984,4505.928185398829,358.592620149053,468.4396042446505,134.78879996800447,173.31603984563193,163.1358084345706
2023-05-14,4491.411629780154,2321.7622904113755,3223.2064982994184,177.0696825610804,440.21368935809585,89.00879272810607,99.61895374422592,373.5332351998419
2023-05-15,5849.824553506324,3553.560423107794,4503.977915275835,273.0069448263367,356.96698330572576,259.5037768889837,99.8767353326434,118.52043010220558
2023-05-16,5954.363806240866,2123.4379785289707,3686.534787664288,406.09270009061447,288.7703553609195,153.63156525273197,374.429792320201,100.91020233045595
2023-05-17,5871.626244247895,4791.287548446358,5059.580664192794,405.34817300072785,126.18465685124825,192.61522334609137,313.976329818418,404.799068348299
2023-05-18,6266.004099285668,3914.234919797947,4677.303729958378,357.11998742594074,4.081383723304633,0.8318118385051698,466.028520544479,383.69408432141125
2023-05-19,6260.5163500084445,2318.6046303256508,3916.924623577637,270.9679448074897,59.81737012220917,340.8389889239118,210.50232996851864,405.6102454342898
2023-05-20,5157.09217716987,4167.045684721483,4619.86501762348,336.63055038724764,160.1471149812615,29.007728583370085,318.2836296862619,378.6700683119677
2023-05-21,7482.732979255315,1432.6620979053505,3860.9515536609565,43.44014505602539,98.36392295442687,367.7357341009719,234.2697879199917,47.931022944386555
2023-05-22,4837.809350239482,2569.2757602618376,3394.5357445509426,235.65860035536627,285.00191123944415,103.97992903632941,236.96893643453097,441.439207930538
2023-05-23,5179.324626328134,1884.8725109263692,3204.545567475295,430.0717501523245,267.4749087474203,82.3824515775023,427.0436878004387,188.8087744870471
2023-05-24,7459.616775078361,3734.905789104185,5216.586768179306,303.68241086332114,194.8957224703965,300.27811308311993,227.1513718742551,109.83225654902023
2023-05-25,7030.9699452304285,1409.7851270877215,3562.5432445172637,470.84155291254496,400.27226276528717,491.7364690024205,464.0834003156419,283.783480599564
2023-05-26,6519.442917701832,2588.1033291306962,4262.036379970366,131.08926064704048,365.5785729258166,211.034795082766,310.25362857381964,172.93237816709882
2023-05-27,3501.1344365615055,2106.598920836758,2491.3855209716485,48.15090105538772,343.94143296195045,434.6595510321346,42.712146485571814,354.934887178186
2023-05-28,7597.413068723367,3025.3716772952166,4913.062474547227,313.3067178019433,251.33762372175156,30.920437798157895,33.991458025452225,347.30930598943723
2023-05-29,6571.2064977455575,2399.590722015516,4106.669372828657,45.462964910190195,21.722614711830566,254.3341287173284,491.15710617234043,425.0537266173755
2023-05-30,7994.235032839332,3825.642310668044,5594.0505850177315,391.06768171220796,214.01386453762623,340.882932125819,199.67969302239075,496.77927876513996
2023-05-31,3747.241523289969,1098.3080972278642,2057.3502804178206,128.37120407452863,249.59091727584774,187.6946094951162,293.7294159252858,399.78196501121823
2023-06-01,7340.630286841071,3535.94768522363,5067.961440537427,269.3759292218283,223.92379816825257,64.73476122589645,215.79303483509617,70.77448608869503
2023-06-02,3812.464673381874,1922.28515877528,2895.4734595497343,405.68852015080626,2.2373133558665215,7.703222913452934,79.4482192473035,381.32139747844957
2023-06-03,6077.797821419221,2074.836115027397,3742.2282264840974,394.01768435015,326.21442939262613,193.3711680437985,62.775851525466884,283.44976919298773
2023-06-04,3619.0999142472074,4201.022414334095,3978.3115351722363,247.9875135396043,128.69638766541914,371.3692335720868,106.34807631247911,281.59062047637434
2023-06-05,7240.041146611172,4822.273575921683,5843.296731608898,487.9232066577364,22.329412179722564,495.27586691460226,302.6689056147778,168.62282281242685
2023-06-06,7036.594793625054,2266.2008401083467,4182.976105753041,248.81657854542033,251.73430468965935,231.5363118455555,273.2667936878794,80.36649041689331
2023-06-07,5845.503693072967,4307.221081476303,5141.623927438952,139.39570834552774,460.2736913306111,147.4585887358502,164.2942161432524,86.52597059021083
2023-06-08,5035.916486129998,1415.9633518849323,2962.3082251618766,151.2156222758434,14.72014168301411,173.33342052230606,22.08711985408407,28.799753136502904
2023-06-09,3345.83497727569,3535.926612029533,3451.328462704946,371.82136193863505,6.870796535721646,45.96553959909405,162.01402505611424,402.6749124746207
2023-06-10,6487.143865722818,4004.1291981396753,5022.568208311384,218.55351944529684,293.87404343136575,225.05661613187644,199.15166182620146,371.97421399215546
2023-06-11,5267.713413390344,1623.9117121378263,3042.352593030732,209.39424239274513,271.4931186541941,313.5643115244791,378.21189146703387,428.3643038798553
2023-06-12,6610.277997351739,2704.0095506782422,4387.501941988671,10.243297634967231,7.853174256414297,311.7887061185403,368.74199474671167,352.0715650245714
2023-06-13,7331.911629643146,4570.828656995926,5534.651368915714,152.63908021052464,51.53437533720107,6.384513756454158,110.70404826801628,83.89300152933748
2023-06-14,7877.6075250144295,1414.3138537934888,3839.1574692957665,430.1915399208034,418.19732114734677,316.86598227050854,113.83697599712434,367.9795099015975
2023-06-15,7279.016711963055,1072.3854328059006,3700.9094194363615,401.75224911357344,226.31922324836967,332.8432143291921,313.9414136938848,278.9259657680523
2023-06-16,3058.57042092501,3362.341516191735,3456.145057342103,373.25542999133006,62.19363332051342,251.01226420005045,325.88817369764485,54.33647665776714
2023-06-17,4799.89032239182,2742.1261621237336,3612.062316999927,11.564193337859962,77.9602420803947,472.4396497101554,280.55138803525955,452.5611748026609
2023-06-18,6649.95281212029,4194.75699553561,5188.109116293056,13.49514571584659,305.71136799728225,129.0223720813089,55.98569016389688,451.1585513305551
2023-06-19,3858.1483863072026,4693.822152816427,4425.279415243214,155.7324796954413,164.332997389389,425.9579543260673,142.86007419579522,313.9321023338445
2023-06-20,5605.183031020646,2196.6145781752643,3495.3366066751405,237.22663610906665,12.852616024773889,87.11078190602811,15.851605730536566,209.8206098970396
2023-06-21,3271.6899416962683,2553.6164686764214,2857.970212399581,454.8706339931349,318.00924810896436,130.97758723062097,380.7970737363267,118.96205160548729
2023-06-22,3999.9826244820006,2945.088345317259,3370.9369275687773,192.31490800276967,16.176463026469523,102.44938753591393,403.2517136822426,48.80026284900963
2023-06-23,3092.60897230307,3352.6058417411973,3311.2635190404826,144.26250143144637,55.13997424644445,442.6597481804473,460.24029970561236,402.9997494584888
2023-06-24,6968.488516787103,4935.415318726467,5592.844745132383,285.57648415235633,79.38412424579883,396.7628397374126,43.95778339202272,483.37653892885055
2023-06-25,4119.623440301901,3789.3210033202063,3870.73850113635,457.34714977484725,71.63895574091018,225.24188755372444,453.10647811226875,7.020316061611853
2023-06-26,4726.758403484513,2558.1940293822754,3510.1193393232547,369.31935573112503,380.781473171216,189.01153595111714,459.2126115135929,239.6806434925221
2023-06-27,7640.4064673279545,2055.0707458018487,4221.645651649284,428.33314098965525,46.7227279417739,6.450644876452472,498.8529962160921,53.017893799032876
2023-06-28,6522.072009617664,4778.502873688496,5376.594390517849,91.09882246151646,74.3207956637707,350.96979426855194,388.9442840221515,209.26952095017754
2023-06-29,3159.194647656539,1542.1937324340256,2393.2013135057264,62.8322226568962,223.50778449231996,482.46906263228357,131.31891782052634,290.3063972771674
2023-06-30,3823.4707824895636,3881.0634100190323,3861.8381590251847,272.03556684444646,70.04184543957426,389.25966180723657,132.2794348594692,214.55033013296304
2023-07-01,6107.392007498818,4701.580101169762,5206.013049707064,348.685412858625,373.4680137587785,116.53831310936347,344.1084388544972,8.61174153957911
2023-07-02,5886.142943020838,3658.6623461377544,4380.417541143577,477.4940240812659,243.87292533474397,132.25101570508457,339.8663308310854,493.92238380373766
2023-07-03,4189.464106872543,2692.2177606644846,3364.0509337757508,185.76720422823945,439.82169812007396,211.40143273938273,330.1646002977355,462.90213019587287
2023-07-04,7671.0699896239685,1795.963759701936,4215.9198670426185,173.27842610184828,19.057937618973675,203.86584157163574,176.5604341202477,386.1865538685148
2023-07-05,6069.82977982948,2469.9012890077092,3879.996725279424,257.92714895079234,427.5991941404028,116.16884073403882,259.8986391402287,200.340449427928
2023-07-06,5678.164015124792,3827.4872376804883,4457.5349295675005,342.46896835335446,76.90547724571434,395.80889389727713,150.74873956689962,344.7450907114809
2023-07-07,5949.549881772855,3598.136896701187,4536.247148365616,283.01188855765156,462.8173679427521,393.04284994208115,298.3953577081594,354.8841882296463
2023-07-08,6650.610147583848,4711.904666393431,5403.801252121436,361.51534666629806,163.0205547376476,353.23541738840794,386.2010886263552,170.127320598849
2023-07-09,4559.724977398009,4467.4436546375,4410.146824854392,190.15746855624522,255.39151909722818,2.4803007845402014,349.3481398673223,19.843256979619806
2023-07-10,4991.10531108046,4264.603009065473,4544.8826547252975,431.09881509262084,11.84703819033417,458.6891492000683,216.25266414240264,311.15725854800786
2023-07-11,4049.218744875611,4645.803501403049,4302.030558926067,91.48779679197987,364.56945518112923,168.77905255309727,262.36420052815055,474.04187263739004
2023-07-12,3930.965029401681,2105.3486109481973,2860.2600738548354,157.95232141416398,106.88564271243101,14.409377672837564,386.20924832967927,373.8936449327315
